author_name,pmid,author_id
RamliR.A.,2-s2.0-85126729179,59455
LeinweberJ.,2-s2.0-85126731455,59456
BarthelM.,2-s2.0-85126731455,59457
BeckerG.E.,2-s2.0-85126733678,59458
ZambranoP.,2-s2.0-85126733678,59459
ChingC.,2-s2.0-85126733678,59460
CashinJ.,2-s2.0-85126733678,50802
BurnsA.,2-s2.0-85126733678,59461
PolicarpoE.,2-s2.0-85126733678,59462
Datu-SanguyoJ.,2-s2.0-85126733678,59463
MathisenR.,2-s2.0-85126733678,38827
EssénA.,2-s2.0-85126735096,22087
SternA.D.,2-s2.0-85126735096,58238
HaaseC.B.,2-s2.0-85126735096,59464
CarJ.,2-s2.0-85126735096,10219
GreavesF.,2-s2.0-85126735096,17356
PaparovaD.,2-s2.0-85126735096,59465
VandeputS.,2-s2.0-85126735096,59466
WehrensR.,2-s2.0-85126735096,59467
BatesD.W.,2-s2.0-85126735096,12640
NazempourR.,2-s2.0-85126737827,59468
DarabiH.,2-s2.0-85126737827,59469
NelsonP.C.,2-s2.0-85126737827,59470
PirasC.,2-s2.0-85126743638,59471
PintusB.M.,2-s2.0-85126743638,59472
NotoA.,2-s2.0-85126743638,11089
EvangelistaM.,2-s2.0-85126743638,59473
FanosV.,2-s2.0-85126743638,11090
MusuM.,2-s2.0-85126743638,59474
MussapM.,2-s2.0-85126743638,11088
AtzoriL.,2-s2.0-85126743638,59475
SardoS.,2-s2.0-85126743638,59476
FincoG.,2-s2.0-85126743638,59477
BulsaM.,2-s2.0-85126746774,59478
UrasinskaE.,2-s2.0-85126746774,59479
IlangarathnaG.A.,2-s2.0-85126754099,59480
RanasingheY.,2-s2.0-85126754099,59481
WeligampolaH.,2-s2.0-85126754099,59482
AttygallaE.,2-s2.0-85126754099,59483
EkanayakeJ.,2-s2.0-85126754099,59484
YatigammanaS.,2-s2.0-85126754099,59485
PinnawalaM.,2-s2.0-85126754099,59486
GodaliyaddaR.,2-s2.0-85126754099,59487
HerathV.,2-s2.0-85126754099,59488
EkanayakeP.,2-s2.0-85126754099,59489
ThilakaratneG.,2-s2.0-85126754099,59490
DharmarathneS.,2-s2.0-85126754099,59491
HeL.,2-s2.0-85126762477,54437
ChenY.,2-s2.0-85126762477,274
ChenS.,2-s2.0-85126762477,601
WuX.,2-s2.0-85126762477,2778
LiuJ.,2-s2.0-85126762477,400
SafdariR.,2-s2.0-85126765870,6889
YuP.,2-s2.0-85126765870,16849
KhenarinezhadS.,2-s2.0-85126765870,59492
GhazanfariSavadkoohiE.,2-s2.0-85126765870,59493
JavanmardZ.,2-s2.0-85126765870,59494
YousefiA.,2-s2.0-85126765870,59495
BarzegariS.,2-s2.0-85126765870,59496
PutraD.I.A.,2-s2.0-85126767608,59497
FaridaU.,2-s2.0-85126767608,59498
SartikaD.,2-s2.0-85126767608,59499
KasdiA.,2-s2.0-85126767608,59500
HandayaniS.,2-s2.0-85126767608,59501
OhrlingM.,2-s2.0-85126770804,59502
SolbergCarlssonK.,2-s2.0-85126770804,59503
BrommelsM.,2-s2.0-85126770804,59504
MendenA.,2-s2.0-85126774114,59505
HallD.,2-s2.0-85126774114,59506
Hahn-TownsendC.,2-s2.0-85126774114,59507
BroedlowC.A.,2-s2.0-85126774114,59508
JoshiU.,2-s2.0-85126774114,58619
PearsonA.,2-s2.0-85126774114,59509
CrawfordF.,2-s2.0-85126774114,59510
EvansJ.E.,2-s2.0-85126774114,59511
KlattN.,2-s2.0-85126774114,59512
CrynenS.,2-s2.0-85126774114,59513
MullanM.,2-s2.0-85126774114,59514
Ait-GhezalaG.,2-s2.0-85126774114,59515
CrummeyA.,2-s2.0-85126776815,59516
GrahamA.,2-s2.0-85126776815,59517
BesiE.,2-s2.0-85126776815,59518
LiuS.,2-s2.0-85126779309,1604
ZhaoL.,2-s2.0-85126779309,1081
LiuY.,2-s2.0-85126779309,830
LiuX.,2-s2.0-85126787328,3455
WangM.,2-s2.0-85126787328,2501
AftabR.,2-s2.0-85126787328,59519
WangM.,2-s2.0-85126803802,2501
LiangS.,2-s2.0-85126803802,11902
GaoW.,2-s2.0-85126803802,6978
QinY.,2-s2.0-85126803802,37970
WangX.,2-s2.0-85126807118,448
YuJ.,2-s2.0-85126807118,3020
YanJ.,2-s2.0-85126807118,5424
PengK.,2-s2.0-85126807118,30611
ZhouH.,2-s2.0-85126807118,13483
Ru-ZhueJ.,2-s2.0-85126809843,59520
AujirapongpanS.,2-s2.0-85126809843,59521
SongkajornY.,2-s2.0-85126809843,59522
JiraphanumesK.,2-s2.0-85126809843,59523
VijM.,2-s2.0-85126820851,59524
PuriY.,2-s2.0-85126820851,59525
RammohanA.,2-s2.0-85126820851,59526
GowripriyaG.,2-s2.0-85126820851,59527
RajalingamR.,2-s2.0-85126820851,59528
KaliamoorthyI.,2-s2.0-85126820851,59529
RelaM.,2-s2.0-85126820851,59530
OliverD.,2-s2.0-85126835092,26302
LieboldF.,2-s2.0-85126836620,59531
MaasH.-G.,2-s2.0-85126836620,59532
DattsM.,2-s2.0-85126838839,59533
SchultzeM.,2-s2.0-85126838839,59534
PestreninL.D.,2-s2.0-85126842427,59535
SeryapinaY.,2-s2.0-85126842427,59536
FedyaevD.V.,2-s2.0-85126842427,59537
OmelyanovskiyV.V.,2-s2.0-85126842427,59538
Garrido-HernansaizH.,2-s2.0-85126843693,59539
HarahapN.C.,2-s2.0-85126845506,59540
HandayaniP.W.,2-s2.0-85126845506,39438
HidayantoA.N.,2-s2.0-85126845506,34332
LiuN.,2-s2.0-85126846525,5098
ShiF.,2-s2.0-85126846525,56560
YangL.,2-s2.0-85126846525,17349
LiaoW.,2-s2.0-85126846525,2320
CaoY.,2-s2.0-85126846525,869
HuamingW.,2-s2.0-85126853555,59541
YutingZ.,2-s2.0-85126853555,59542
WeihuaW.,2-s2.0-85126853555,59543
JiagangG.,2-s2.0-85126853555,59544
LiyunZ.,2-s2.0-85126853555,59545
CameronT.M.,2-s2.0-85126854535,59546
WalkerM.F.,2-s2.0-85126854535,59547
FisherR.J.,2-s2.0-85126854535,59548
ZhouL.,2-s2.0-85126856249,542
YeJ.,2-s2.0-85126856249,3748
WenF.,2-s2.0-85126856249,31973
YuH.,2-s2.0-85126856249,5517
WikströmL.,2-s2.0-85126858168,59549
SchildmeijerK.,2-s2.0-85126858168,59550
NylanderE.M.,2-s2.0-85126858168,59551
ErikssonK.,2-s2.0-85126858168,59552
ShenY.-H.,2-s2.0-85126860559,59553
HsiehC.-C.,2-s2.0-85126860559,59554
ChangH.-H.,2-s2.0-85126860559,59555
LeeW.-C.,2-s2.0-85126860559,59556
HuangW.,2-s2.0-85126860559,10751
ShahbaA.A.,2-s2.0-85126861483,59557
AlashbanZ.,2-s2.0-85126861483,59558
SalesI.,2-s2.0-85126861483,59559
SherifA.Y.,2-s2.0-85126861483,59560
YusufO.,2-s2.0-85126861483,59561
MeierN.,2-s2.0-85126864908,42920
NäglerT.,2-s2.0-85126864908,59562
WaldR.,2-s2.0-85126864908,59563
SchmidtA.,2-s2.0-85126864908,56069
AboK.M.,2-s2.0-85126867555,59564
deAjaJ.S.,2-s2.0-85126867555,59565
Lindstrom-VautrinJ.,2-s2.0-85126867555,59566
AlysandratosK.-D.,2-s2.0-85126867555,59567
RichardsA.,2-s2.0-85126867555,17209
Garcia-De-AlbaC.,2-s2.0-85126867555,59568
HuangJ.,2-s2.0-85126867555,5554
HixO.T.,2-s2.0-85126867555,59569
WerderR.B.,2-s2.0-85126867555,59570
BullittE.,2-s2.0-85126867555,59571
HindsA.,2-s2.0-85126867555,59572
FalconerI.,2-s2.0-85126867555,59573
Villacorta-MartinC.,2-s2.0-85126867555,32060
JaenischR.,2-s2.0-85126867555,59574
KimC.F.,2-s2.0-85126867555,57770
KottonD.N.,2-s2.0-85126867555,59575
WilsonA.A.,2-s2.0-85126867555,59576
GelladZ.F.,2-s2.0-85126868643,40706
RamasamyK.,2-s2.0-85126871072,59577
BalakrishnanK.,2-s2.0-85126871072,59578
VelusamyD.,2-s2.0-85126871072,59579
MaksniemiE.,2-s2.0-85126873382,59580
HietajärviL.,2-s2.0-85126873382,59581
KetonenE.E.,2-s2.0-85126873382,59582
LonkaK.,2-s2.0-85126873382,59583
PuukkoK.,2-s2.0-85126873382,59584
Salmela-AroK.,2-s2.0-85126873382,59585
EvansK.,2-s2.0-85126875020,38046
DonelanJ.,2-s2.0-85126875020,59586
Rennick-EgglestoneS.,2-s2.0-85126875020,59587
CoxS.,2-s2.0-85126875020,59588
KuipersY.,2-s2.0-85126875020,59589
RuhnauO.,2-s2.0-85126875682,59590
QvistS.,2-s2.0-85126875682,59591
YangY.,2-s2.0-85126881297,3115
LiX.,2-s2.0-85126881297,1201
DingS.,2-s2.0-85126881297,59592
WangW.,2-s2.0-85126881297,916
TahaM.B.,2-s2.0-85126882347,59593
RaoN.,2-s2.0-85126882347,21887
VaduganathanM.,2-s2.0-85126882347,59594
Cainzos-AchiricaM.,2-s2.0-85126882347,59595
NasirK.,2-s2.0-85126882347,24305
PatelK.V.,2-s2.0-85126882347,59596
HuF.,2-s2.0-85126882376,36970
QiuL.,2-s2.0-85126882376,59597
XiX.,2-s2.0-85126882376,59598
ZhouH.,2-s2.0-85126882376,13483
HuT.,2-s2.0-85126882376,45495
SuN.,2-s2.0-85126882376,59599
ZhouH.,2-s2.0-85126882376,13483
LiX.,2-s2.0-85126882376,1201
YangS.,2-s2.0-85126882376,1145
DuanZ.,2-s2.0-85126882376,24131
DongZ.,2-s2.0-85126882376,6284
WuZ.,2-s2.0-85126882376,1671
ZhouH.,2-s2.0-85126882376,13483
ZengM.,2-s2.0-85126882376,59600
WanT.,2-s2.0-85126882376,20086
WeiS.,2-s2.0-85126882376,25606
HepptM.V.,2-s2.0-85126887083,48831
DykukhaI.,2-s2.0-85126887083,59601
GraziadioS.,2-s2.0-85126887083,59602
Salido-VallejoR.,2-s2.0-85126887083,59603
Chapman-RoundsM.,2-s2.0-85126887083,59604
EdwardsM.,2-s2.0-85126887083,33890
PengT.,2-s2.0-85126887585,59605
WuY.,2-s2.0-85126887585,6560
QinJ.,2-s2.0-85126887585,4748
WuQ.J.,2-s2.0-85126887585,59606
CaiJ.,2-s2.0-85126887585,9276
IstepanianR.S.H.,2-s2.0-85126892878,2337
VainioL.,2-s2.0-85126894441,59607
VainioM.,2-s2.0-85126894441,59608
MaH.,2-s2.0-85126894933,8515
LiY.,2-s2.0-85126894933,1082
ZhangH.,2-s2.0-85126894933,401
LiQ.,2-s2.0-85126894933,3746
ChenF.,2-s2.0-85126894933,1670
CuiZ.,2-s2.0-85126894933,7397
LeongC.M.,2-s2.0-85126895408,59609
LeeT.-I.,2-s2.0-85126895408,59610
ChienY.-M.,2-s2.0-85126895408,59611
KuoL.-N.,2-s2.0-85126895408,59612
KuoY.-F.,2-s2.0-85126895408,59613
ChenH.-Y.,2-s2.0-85126895408,14758
TuranT.N.,2-s2.0-85126898842,59614
ZaidatO.O.,2-s2.0-85126898842,59615
GronsethG.S.,2-s2.0-85126898842,59616
ChimowitzM.I.,2-s2.0-85126898842,59617
CulebrasA.,2-s2.0-85126898842,59618
FurlanA.J.,2-s2.0-85126898842,59619
GoldsteinL.B.,2-s2.0-85126898842,9356
GonzalezN.R.,2-s2.0-85126898842,59620
LatorreJ.G.,2-s2.0-85126898842,59621
MesséS.R.,2-s2.0-85126898842,59622
NguyenT.N.,2-s2.0-85126898842,51416
SanghaR.S.,2-s2.0-85126898842,59623
SchneckM.J.,2-s2.0-85126898842,59624
SinghalA.B.,2-s2.0-85126898842,59625
WechslerL.R.,2-s2.0-85126898842,13557
RabinsteinA.A.,2-s2.0-85126898842,38027
DolanO'BrienM.,2-s2.0-85126898842,59626
SilsbeeH.,2-s2.0-85126898842,59627
FletcherJ.J.,2-s2.0-85126898842,59628
LeeB.-O.,2-s2.0-85126900515,9757
LiaoP.-H.,2-s2.0-85126902459,59629
KangS.-C.J.,2-s2.0-85126902459,59630
MukerjiS.S.,2-s2.0-85126903095,59631
YenduriN.J.S.,2-s2.0-85126903095,59632
ChiouE.,2-s2.0-85126903095,59633
MoonnumakalS.P.,2-s2.0-85126903095,59634
BedwellJ.R.,2-s2.0-85126903095,59635
YaoR.,2-s2.0-85126905751,15763
ZhangW.,2-s2.0-85126905751,5100
EvansR.,2-s2.0-85126905751,34269
CaoG.,2-s2.0-85126905751,47223
RuiT.,2-s2.0-85126905751,59636
ShenL.,2-s2.0-85126905751,6099
García-álvarezJ.,2-s2.0-85126918186,59637
Vázquez-RodríguezA.,2-s2.0-85126918186,59638
Quiroga-CarrilloA.,2-s2.0-85126918186,59639
CaamañoD.P.,2-s2.0-85126918186,59640
SousaJ.M.,2-s2.0-85126924484,59641
AppelL.,2-s2.0-85126924484,59642
EngströmM.,2-s2.0-85126924484,59643
PapadimitriouS.,2-s2.0-85126924484,59644
NyholmD.,2-s2.0-85126924484,59645
AhlströmH.,2-s2.0-85126924484,59646
LubberinkM.,2-s2.0-85126924484,59647
LuH.,2-s2.0-85126969469,1083
JiangD.,2-s2.0-85126969469,2500
WuQ.,2-s2.0-85126969469,3890
LiuR.,2-s2.0-85126969469,5139
OuX.,2-s2.0-85126976177,4272
GaoL.,2-s2.0-85126976177,24791
QuanX.,2-s2.0-85126976177,42399
ZhangH.,2-s2.0-85126976177,401
YangJ.,2-s2.0-85126976177,7735
LiW.,2-s2.0-85126976177,1815
AL-DossaryR.,2-s2.0-85126977448,59648
MariaA.R.J.,2-s2.0-85126987477,59649
SerraH.,2-s2.0-85126987477,59650
HelenoB.,2-s2.0-85126987477,59651
AgnettiJ.,2-s2.0-85126994500,59652
DesterkeC.,2-s2.0-85126994500,8351
Gassama-DiagneA.,2-s2.0-85126994500,59653
LiuK.,2-s2.0-85126996894,17382
YeR.,2-s2.0-85126996894,59654
ZhongzhuL.,2-s2.0-85126996894,59655
YeR.,2-s2.0-85126996894,59654
Duarte-AnselmiG.,2-s2.0-85127002685,59656
Leiva-PintoE.,2-s2.0-85127002685,59657
Vanegas-LópezJ.,2-s2.0-85127002685,59658
Thomas-LangeJ.,2-s2.0-85127002685,59659
CierniakF.,2-s2.0-85127005151,59660
UlrichR.G.,2-s2.0-85127005151,59661
GroschupM.H.,2-s2.0-85127005151,59662
EidenM.,2-s2.0-85127005151,59663
CaoH.,2-s2.0-85127027996,6706
TripathyS.,2-s2.0-85127027996,30394
SenolK.,2-s2.0-85127027996,59664
TongZ.,2-s2.0-85127028924,59665
YuJ.,2-s2.0-85127028924,3020
Hong-Shangguan,2-s2.0-85127028924,59666
KyungH.-M.,2-s2.0-85127028924,59667
WuX.-P.,2-s2.0-85127028924,59668
BingL.,2-s2.0-85127028924,59669
FalcoM.,2-s2.0-85127031530,59670
TammaroC.,2-s2.0-85127031530,59671
TakeuchiT.,2-s2.0-85127031530,59672
CossuA.M.,2-s2.0-85127031530,59673
ScafuroG.,2-s2.0-85127031530,59674
ZappavignaS.,2-s2.0-85127031530,59675
ItroA.,2-s2.0-85127031530,59676
AddeoR.,2-s2.0-85127031530,59677
ScrimaM.,2-s2.0-85127031530,59678
LombardiA.,2-s2.0-85127031530,59077
RicciardielloF.,2-s2.0-85127031530,59679
IraceC.,2-s2.0-85127031530,59680
CaragliaM.,2-s2.0-85127031530,18062
MissoG.,2-s2.0-85127031530,59681
WangC.-W.,2-s2.0-85127036880,8400
LeeY.-C.,2-s2.0-85127036880,59682
ChangC.-C.,2-s2.0-85127036880,15833
LinY.-J.,2-s2.0-85127036880,41343
LiouY.-A.,2-s2.0-85127036880,59683
HsuP.-C.,2-s2.0-85127036880,59684
ChangC.-C.,2-s2.0-85127036880,15833
SaiA.-K.-O.,2-s2.0-85127036880,59685
WangC.-H.,2-s2.0-85127036880,59686
ChaoT.-K.,2-s2.0-85127036880,59687
BernardA.,2-s2.0-85127037120,59688
BoidotR.,2-s2.0-85127037120,59689
VégranF.,2-s2.0-85127037120,59690
RobertsT.J.,2-s2.0-85127040196,59691
LennesI.T.,2-s2.0-85127040196,59692
BoschieroC.,2-s2.0-85127042206,59693
GaoY.,2-s2.0-85127042206,276
BaldwinR.L.,2-s2.0-85127042206,30573
VI,2-s2.0-85127042206,59694
MaL.,2-s2.0-85127042206,3742
LiuG.E.,2-s2.0-85127042206,59695
LiC.-J.,2-s2.0-85127042206,19197
NgoT.,2-s2.0-85127043224,59696
NguyenD.C.,2-s2.0-85127043224,59697
PathiranaP.N.,2-s2.0-85127043224,59698
CorbenL.A.,2-s2.0-85127043224,59699
DelatyckiM.B.,2-s2.0-85127043224,59700
HorneM.,2-s2.0-85127043224,59701
SzmulewiczD.J.,2-s2.0-85127043224,59702
RobertsM.,2-s2.0-85127043224,59703
AhsanM.M.,2-s2.0-85127051758,59704
LunaS.A.,2-s2.0-85127051758,59705
SiddiqueZ.,2-s2.0-85127051758,59706
BraghiniM.R.,2-s2.0-85127053014,59707
LoReO.,2-s2.0-85127053014,59708
RomitoI.,2-s2.0-85127053014,59709
Fernandez-BarrenaM.G.,2-s2.0-85127053014,59710
BarbaroB.,2-s2.0-85127053014,21196
PomellaS.,2-s2.0-85127053014,59711
RotaR.,2-s2.0-85127053014,36238
VinciguerraM.,2-s2.0-85127053014,59712
AvilaM.A.,2-s2.0-85127053014,59713
AlisiA.,2-s2.0-85127053014,59714
HansenM.C.,2-s2.0-85127058314,59715
PotapovP.V.,2-s2.0-85127058314,59716
PickensA.H.,2-s2.0-85127058314,59717
TyukavinaA.,2-s2.0-85127058314,59718
Hernandez-SernaA.,2-s2.0-85127058314,59719
ZallesV.,2-s2.0-85127058314,59720
TurubanovaS.,2-s2.0-85127058314,59721
KommareddyI.,2-s2.0-85127058314,59722
StehmanS.V.,2-s2.0-85127058314,59723
SongX.-P.,2-s2.0-85127058314,59724
KommareddyA.,2-s2.0-85127058314,59725
FaustO.,2-s2.0-85127060718,40482
HongW.,2-s2.0-85127060718,26909
LohH.W.,2-s2.0-85127060718,59726
XuS.,2-s2.0-85127060718,98
TanR.-S.,2-s2.0-85127060718,51871
ChakrabortyS.,2-s2.0-85127060718,92
BaruaP.D.,2-s2.0-85127060718,51869
MolinariF.,2-s2.0-85127060718,7611
AcharyaU.R.,2-s2.0-85127060718,419
SuriP.K.,2-s2.0-85127063813,59727
Sushil,2-s2.0-85127063813,59728
ZhangX.,2-s2.0-85127065616,183
KuangY.,2-s2.0-85127065616,59729
YaoJ.,2-s2.0-85127065616,7724
MozgovayaG.,2-s2.0-85127065809,59730
PomytkinaL.,2-s2.0-85127065809,59731
BeketovaG.,2-s2.0-85127065809,59732
WattT.,2-s2.0-85127068634,59733
SullivanR.,2-s2.0-85127068634,59734
AggarwalA.,2-s2.0-85127068634,7989
KotaP.B.,2-s2.0-85127069683,59735
KotaA.A.,2-s2.0-85127069683,59736
AgarwalS.,2-s2.0-85127069683,12764
KeshavaS.N.,2-s2.0-85127069683,59737
HorneB.D.,2-s2.0-85127072638,59738
BledsoeJ.R.,2-s2.0-85127072638,59739
MuhlesteinJ.B.,2-s2.0-85127072638,59740
MayH.T.,2-s2.0-85127072638,59741
PeltanI.D.,2-s2.0-85127072638,59742
WebbB.J.,2-s2.0-85127072638,59743
CarlquistJ.F.,2-s2.0-85127072638,59744
BennettS.T.,2-s2.0-85127072638,59745
ReaS.,2-s2.0-85127072638,59746
BairT.L.,2-s2.0-85127072638,59747
GrissomC.K.,2-s2.0-85127072638,59748
KnightS.,2-s2.0-85127072638,59749
RonnowB.S.,2-s2.0-85127072638,59750
LeV.T.,2-s2.0-85127072638,59751
StenehjemE.,2-s2.0-85127072638,59752
WollerS.C.,2-s2.0-85127072638,59753
KnowltonK.U.,2-s2.0-85127072638,59754
AndersonJ.L.,2-s2.0-85127072638,57166
ZhaoR.,2-s2.0-85127073679,22294
LiuX.,2-s2.0-85127073679,3455
DongJ.,2-s2.0-85127073679,177
ZhaoG.,2-s2.0-85127073679,21632
ManevskiK.,2-s2.0-85127073679,59755
AndersenM.N.,2-s2.0-85127073679,59756
TangQ.,2-s2.0-85127073679,16914
CanfellO.J.,2-s2.0-85127078363,59757
DavidsonK.,2-s2.0-85127078363,59758
SullivanC.,2-s2.0-85127078363,12615
EakinE.,2-s2.0-85127078363,59759
Burton-JonesA.,2-s2.0-85127078363,27187
CuevaA.,2-s2.0-85127085775,59760
IngaE.,2-s2.0-85127085775,59761
deOliveiraG.M.M.,2-s2.0-85127088278,59762
TenorioM.,2-s2.0-85127088278,59763
SiqueiraA.S.E.,2-s2.0-85127088278,59764
TanD.J.H.,2-s2.0-85127093995,59765
NgC.H.,2-s2.0-85127093995,43241
LinS.Y.,2-s2.0-85127093995,59766
PanX.H.,2-s2.0-85127093995,59767
TayP.,2-s2.0-85127093995,59768
LimW.H.,2-s2.0-85127093995,59769
TengM.,2-s2.0-85127093995,59770
SynN.,2-s2.0-85127093995,59771
LimG.,2-s2.0-85127093995,37855
YongJ.N.,2-s2.0-85127093995,59772
QuekJ.,2-s2.0-85127093995,59773
XiaoJ.,2-s2.0-85127093995,19198
DanY.Y.,2-s2.0-85127093995,59774
SiddiquiM.S.,2-s2.0-85127093995,59775
SanyalA.J.,2-s2.0-85127093995,59776
MuthiahM.D.,2-s2.0-85127093995,59777
LoombaR.,2-s2.0-85127093995,23928
HuangD.Q.,2-s2.0-85127093995,59778
FengK.,2-s2.0-85127103693,17663
FanZ.,2-s2.0-85127103693,17507
KimB.J.,2-s2.0-85127112125,59779
YounD.H.,2-s2.0-85127112125,59780
ChangI.B.,2-s2.0-85127112125,59781
KangK.,2-s2.0-85127112125,40733
JeonJ.P.,2-s2.0-85127112125,46574
GriessingerJ.,2-s2.0-85127115196,59782
SchwabJ.,2-s2.0-85127115196,59783
ChenQ.,2-s2.0-85127115196,8801
KühnA.,2-s2.0-85127115196,59784
CottonJ.,2-s2.0-85127115196,59785
BowdenG.,2-s2.0-85127115196,59786
PreibschH.,2-s2.0-85127115196,59787
ReischlG.,2-s2.0-85127115196,59788
Quintanilla-MartinezL.,2-s2.0-85127115196,18909
MoriH.,2-s2.0-85127115196,59789
DangA.N.,2-s2.0-85127115196,59790
KohlhoferU.,2-s2.0-85127115196,18908
AinaO.H.,2-s2.0-85127115196,59791
BorowskyA.D.,2-s2.0-85127115196,59792
PichlerB.J.,2-s2.0-85127115196,59793
CardiffR.D.,2-s2.0-85127115196,59794
SchmidA.M.,2-s2.0-85127115196,59795
EvangelatosG.,2-s2.0-85127118329,59796
GrivasA.,2-s2.0-85127118329,59797
PappaM.,2-s2.0-85127118329,59798
KounaK.,2-s2.0-85127118329,59799
IliopoulosA.,2-s2.0-85127118329,59800
FragoulisG.E.,2-s2.0-85127118329,59801
EversC.,2-s2.0-85127151990,19146
PhoenixC.,2-s2.0-85127151990,59802
Cena-NavarroR.,2-s2.0-85127165108,59803
VitorR.J.,2-s2.0-85127165108,59804
CanoyR.J.,2-s2.0-85127165108,59805
DelaTongaA.,2-s2.0-85127165108,59806
UlandayG.E.,2-s2.0-85127165108,59807
SilvaM.R.C.,2-s2.0-85127165108,59808
DesturaR.V.,2-s2.0-85127165108,59809
AlharbiN.S.,2-s2.0-85127165804,27129
AlsubkiN.,2-s2.0-85127165804,59810
AltamimiS.R.,2-s2.0-85127165804,59811
AlonaziW.,2-s2.0-85127165804,59812
FahleviM.,2-s2.0-85127165804,59813
YangY.,2-s2.0-85127185453,3115
TianY.,2-s2.0-85127185453,7499
LiQ.,2-s2.0-85127185453,3746
JiangR.,2-s2.0-85127185453,32506
ZhangJ.,2-s2.0-85127185453,975
ShehabM.,2-s2.0-85127185896,59814
AbualigahL.,2-s2.0-85127185896,59815
ShambourQ.,2-s2.0-85127185896,59816
Abu-HashemM.A.,2-s2.0-85127185896,59817
ShambourM.K.Y.,2-s2.0-85127185896,59818
AlsalibiA.I.,2-s2.0-85127185896,59819
GandomiA.H.,2-s2.0-85127185896,59820
BergeronA.,2-s2.0-85127200323,22759
Décary-HétuD.,2-s2.0-85127200323,4694
OuelletM.,2-s2.0-85127200323,59821
WooJ.H.,2-s2.0-85127214994,59822
KimE.C.,2-s2.0-85127214994,59823
KimS.M.,2-s2.0-85127214994,9386
YaoY.,2-s2.0-85127215587,10565
ZhouS.,2-s2.0-85127215587,7747
AlastrueyJ.,2-s2.0-85127215587,59824
HaoL.,2-s2.0-85127215587,17977
GreenwaldS.E.,2-s2.0-85127215587,55513
ZhangY.,2-s2.0-85127215587,3061
XuL.,2-s2.0-85127215587,3956
XuL.,2-s2.0-85127215587,3956
YaoY.,2-s2.0-85127215587,10565
Sousa-PintoB.,2-s2.0-85127220768,49304
AzevedoL.F.,2-s2.0-85127220768,59825
Sá-SousaA.,2-s2.0-85127220768,59156
VieiraR.J.,2-s2.0-85127220768,59157
AmaralR.,2-s2.0-85127220768,58198
KlimekL.,2-s2.0-85127220768,2126
CzarlewskiW.,2-s2.0-85127220768,31521
AntoJ.M.,2-s2.0-85127220768,31568
BedbrookA.,2-s2.0-85127220768,31520
KvedarieneV.,2-s2.0-85127220768,31552
VenturaM.T.,2-s2.0-85127220768,31536
AnsoteguiI.J.,2-s2.0-85127220768,31609
BergmannK.-C.,2-s2.0-85127220768,59158
BrussinoL.,2-s2.0-85127220768,52139
CanonicaG.W.,2-s2.0-85127220768,31532
CardonaV.,2-s2.0-85127220768,31569
Carreiro-MartinsP.,2-s2.0-85127220768,31673
CasaleT.,2-s2.0-85127220768,31611
CecchiL.,2-s2.0-85127220768,31533
ChivatoT.,2-s2.0-85127220768,31680
ChuD.K.,2-s2.0-85127220768,31604
CingiC.,2-s2.0-85127220768,31686
CostaE.M.,2-s2.0-85127220768,59159
CruzA.A.,2-s2.0-85127220768,31541
DeFeoG.,2-s2.0-85127220768,31537
DevillierP.,2-s2.0-85127220768,31558
FokkensW.J.,2-s2.0-85127220768,31538
GagaM.,2-s2.0-85127220768,59160
GemicioğluB.,2-s2.0-85127220768,52142
HaahtelaT.,2-s2.0-85127220768,31578
IvancevichJ.C.,2-s2.0-85127220768,31590
IspayevaZ.,2-s2.0-85127220768,31755
JutelM.,2-s2.0-85127220768,31762
KunaP.,2-s2.0-85127220768,27154
KaidashevI.,2-s2.0-85127220768,31763
KraxnerH.,2-s2.0-85127220768,59161
Larenas-LinnemannD.E.,2-s2.0-85127220768,59162
LauneD.,2-s2.0-85127220768,31524
LipworthB.,2-s2.0-85127220768,31784
LouisR.,2-s2.0-85127220768,31786
MakrisM.,2-s2.0-85127220768,52144
MontiR.,2-s2.0-85127220768,31534
Morais-AlmeidaM.,2-s2.0-85127220768,31529
MösgesR.,2-s2.0-85127220768,2127
MullolJ.,2-s2.0-85127220768,31570
OdemyrM.,2-s2.0-85127220768,34291
OkamotoY.,2-s2.0-85127220768,31616
PapadopoulosN.G.,2-s2.0-85127220768,31585
PatellaV.,2-s2.0-85127220768,59163
Pham-ThiN.,2-s2.0-85127220768,31561
RegateiroF.S.,2-s2.0-85127220768,52147
ReitsmaS.,2-s2.0-85127220768,31540
RouadiP.W.,2-s2.0-85127220768,59164
SamolinskiB.,2-s2.0-85127220768,31567
SovaM.,2-s2.0-85127220768,31606
Todo-BomA.,2-s2.0-85127220768,31530
Taborda-BarataL.,2-s2.0-85127220768,59165
TomazicP.V.,2-s2.0-85127220768,31577
Toppila-SalmiS.,2-s2.0-85127220768,31580
SastreJ.,2-s2.0-85127220768,34310
TsiligianniI.,2-s2.0-85127220768,59166
ValiulisA.,2-s2.0-85127220768,31549
WallaceD.,2-s2.0-85127220768,36927
WasermanS.,2-s2.0-85127220768,31601
YorganciogluA.,2-s2.0-85127220768,31584
ZidarnM.,2-s2.0-85127220768,31937
ZuberbierT.,2-s2.0-85127220768,31575
FonsecaJ.A.,2-s2.0-85127220768,36922
BousquetJ.,2-s2.0-85127220768,31519
